0 602,2,#5f8e56,
1 602,17,#5f8e56,
2 602,32,#5f8e56,
3 602,47,#5f8e56,
4 602,62,#5f8e56,
5 602,77,#5f8e56,
6 602,107,#5f8e56,
7 602,122,#5f8e56,
8 602,137,#5f8e56,
9 602,152,#5f8e56,
10 602,347,#5f8e56,
11 602,332,#5f8e56,
12 602,317,#5f8e56,
13 602,302,#5f8e56,
14 602,287,#5f8e56,
15 602,257,#5f8e56,
16 602,242,#5f8e56,
17 602,227,#5f8e56,
18 602,212,#5f8e56,
19 602,197,#5f8e56,
20 602,182,#5f8e56,
21 602,167,#5f8e56,
22 602,92,#876a90,
23 587,77,#876a90,
24 572,62,#876a90,
25 557,47,#876a90,
26 542,32,#876a90,
27 527,17,#876a90,
28 512,2,#876a90,
29 497,17,#876a90,
30 482,32,#876a90,
31 467,47,#876a90,
32 452,62,#876a90,
33 437,77,#876a90,
34 422,92,#876a90,
35 437,107,#876a90,
36 452,122,#876a90,
37 467,137,#876a90,
38 482,152,#876a90,
39 497,167,#876a90,
40 512,182,#876a90,
41 527,167,#876a90,
42 542,152,#876a90,
43 557,137,#876a90,
44 572,122,#876a90,
45 587,107,#876a90,
46 497,197,#876a90,
47 482,212,#876a90,
48 467,227,#876a90,
49 452,242,#876a90,
50 437,257,#876a90,
51 422,272,#876a90,
52 437,287,#876a90,
53 452,302,#876a90,
54 467,317,#876a90,
55 482,332,#876a90,
56 497,347,#876a90,
57 527,347,#876a90,
58 542,332,#876a90,
59 557,317,#876a90,
60 572,302,#876a90,
61 587,287,#876a90,
62 602,272,#876a90,
63 587,257,#876a90,
64 572,242,#876a90,
65 557,227,#876a90,
66 542,212,#876a90,
67 527,197,#876a90,
68 512,17,#e37226,
69 512,32,#e37226,
70 497,32,#e37226,
71 527,32,#e37226,
72 482,47,#e37226,
73 467,62,#e37226,
74 452,77,#e37226,
75 437,92,#e37226,
76 452,107,#e37226,
77 467,122,#e37226,
78 482,137,#e37226,
79 497,152,#e37226,
80 512,167,#e37226,
81 527,152,#e37226,
82 542,137,#e37226,
83 557,122,#e37226,
84 572,107,#e37226,
85 587,92,#e37226,
86 572,77,#e37226,
87 557,62,#e37226,
88 542,47,#e37226,
89 512,152,#e37226,
90 512,122,#e37226,
91 512,107,#e37226,
92 512,92,#e37226,
93 512,77,#e37226,
94 512,62,#e37226,
95 497,92,#e37226,
96 482,92,#e37226,
97 452,92,#e37226,
98 572,92,#e37226,
99 527,92,#e37226,
100 542,92,#e37226,
101 512,197,#e37226,
102 497,212,#e37226,
103 482,227,#e37226,
104 467,242,#e37226,
105 452,257,#e37226,
106 437,272,#e37226,
107 452,287,#e37226,
108 452,272,#e37226,
109 467,302,#e37226,
110 482,317,#e37226,
111 497,332,#e37226,
112 512,347,#e37226,
113 527,332,#e37226,
114 542,317,#e37226,
115 557,302,#e37226,
116 572,287,#e37226,
117 587,272,#e37226,
118 572,257,#e37226,
119 557,242,#e37226,
120 542,227,#e37226,
121 527,212,#e37226,
